PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT,TOV,SF,AND ONE,SCORE,PERCENTILE
,,,,,,,,,,,FREQ%,FREQ%,FREQ%,FREQ%,FREQ%,
Eric Gordon,HOU,47,0.4,2.8,0.53,0.2,0.1,0.3,25,28.1,0,5.9,0,0,23.5,3.1
Kevin Porter Jr.,HOU,59,0.2,0.9,0.8,0.1,0.1,0.2,33.3,44.4,0,10,0,0,30,20
Jake LaRavia,MEM,35,0.3,9.4,0.73,0.2,0.1,0.3,30,40,0,9.1,0,0,27.3,12.8
Bryce McGowens,CHA,46,0.3,4.6,0.61,0.2,0.1,0.3,23.1,26.9,7.7,0,7.7,7.7,23.1,6.2
James Harden,PHI,58,0.2,0.9,0.55,0.1,0,0.2,18.2,27.3,0,0,0,0,18.2,3.5
Caleb Martin,MIA,71,0.1,1.5,0.5,0.1,0,0.1,20,25,0,0,0,0,20,2.2
Matt Ryan,LAL,12,0.9,20.4,0.46,0.4,0.1,0.8,10,15,9.1,0,9.1,0,18.2,1.8
Rudy Gay,UTA,56,0.2,2.9,0.4,0.1,0,0.2,20,20,0,0,0,0,20,1.3
Bobby Portis,MIL,70,0.1,1.1,0.3,0,0,0.1,11.1,16.7,0,10,0,0,10,0.9
Eric Gordon,LAC,22,0.5,5.2,0.27,0.1,0,0.3,16.7,16.7,9.1,36.4,9.1,0,18.2,0.4
Trey Lyles,SAC,74,0.1,1.9,0.2,0,0,0.1,11.1,11.1,0,10,0,0,10,0
