PLAYER,TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FT,TOV,SF,AND ONE,SCORE,PERCENTILE
,,,,,,,,,,,FREQ%,FREQ%,FREQ%,FREQ%,FREQ%,
Kawhi Leonard,LAC,20,3.8,18.7,1.01,3.8,1.5,3,49.2,57.6,5.3,16,4,0,44,78.2
Terry Rozier,CHA,10,8.1,35.2,0.9,7.3,3.1,6.9,44.9,50.7,3.7,13.6,3.7,2.5,39.5,57.4
Spencer Dinwiddie,BKN,19,5.1,33.7,0.76,3.8,1.3,3.8,32.9,37,15.6,14.6,15.6,6.3,33.3,29.8
Paolo Banchero,ORL,21,5,23.7,0.69,3.5,1.2,3.5,35.6,37.7,17.1,18.1,17.1,4.8,35.2,20.2
Jimmy Butler,MIA,17,5,25.2,0.85,4.2,1.2,3.6,34.4,34.4,23.5,11.8,20,7.1,41.2,47.3
Coby White,CHI,22,4.2,27.6,0.77,3.2,1.2,2.9,42.9,47.6,8.7,26.1,8.7,3.3,34.8,32.4
Keyonte George,UTA,21,5.6,42.2,0.61,3.4,1.1,3.8,28.7,33.8,8.5,23.1,8.5,0,28.2,14.4
Kevin Durant,PHX,18,3.9,14,0.99,3.8,1.4,2.9,47.2,50.9,11.4,17.1,10,4.3,42.9,71.8
LeBron James,LAL,20,4.1,17.8,0.84,3.4,1.4,2.8,50,53.6,9.9,22.2,8.6,1.2,42,46.3
Zion Williamson,NOP,17,3.9,18,1,3.9,1.5,2.8,52.1,52.1,20.9,14.9,19.4,7.5,50.7,76.2
Josh Giddey,OKC,20,4.2,28.1,0.8,3.4,1.6,3.3,47.7,47.7,4.8,20.2,4.8,2.4,39.3,37.2
Caris LeVert,CLE,16,4.3,26.3,0.97,4.1,1.7,3.5,48.2,51.8,10.3,10.3,10.3,2.9,45.6,69.7
Kyle Kuzma,WAS,20,4.3,18.9,0.77,3.3,1.3,3.5,36.2,38.4,11.6,11.6,11.6,3.5,37.2,30.9
Mike Conley,MIN,20,3.5,35.4,0.93,3.2,1.1,2.6,40.4,47.1,11.6,15.9,10.1,2.9,39.1,63.3
De'Anthony Melton,PHI,20,2.7,20.2,1.17,3.1,0.9,1.9,47.4,57.9,22.6,11.3,20.8,5.7,50.9,94.1
Tyler Herro,MIA,8,9.1,40.3,0.85,7.8,3.3,7.8,41.9,46,4.1,11,2.7,0,39.7,47.9
Derrick White,BOS,16,4.1,31.3,0.94,3.8,1.3,2.9,42.6,47.9,13.8,15.4,10.8,1.5,43.1,65.4
Malik Monk,SAC,18,4.6,31.7,0.74,3.4,1.1,3.1,36.4,40.9,12.2,22,12.2,1.2,35.4,27.7
T.J. McConnell,IND,12,4.2,57.5,1.18,4.9,2.2,3.4,65.9,65.9,6,12,6,0,60,94.7
Jamal Murray,DEN,9,6.1,35.7,1.04,6.3,2.3,5.1,45.7,56.5,5.5,12.7,1.8,1.8,41.8,80.9
Lonnie Walker IV,BKN,17,3.5,26.7,0.95,3.3,1.4,2.5,54.8,59.5,10.2,22,10.2,3.4,45.8,67.6
Marcus Sasser,DET,21,3,39.8,0.88,2.7,1.1,2.6,41.8,48.2,3.1,12.5,3.1,1.6,37.5,52.1
Keldon Johnson,SAS,19,3.1,19.3,0.91,2.8,1.1,2.3,45.5,50,10.3,17.2,8.6,3.4,41.4,59.6
Chris Paul,GSW,19,3.8,40.6,0.73,2.8,1.1,3.1,35.6,37.3,6.8,13.7,6.8,1.4,34.2,24.5
Gordon Hayward,CHA,18,4.1,25.3,0.71,2.9,1.1,2.9,38.5,39.4,9.6,19.2,9.6,0,35.6,23.4
Killian Hayes,DET,20,3.3,31.3,0.79,2.6,1.1,2.6,42.3,43.3,10.8,13.8,7.7,4.6,38.5,35.1
Scottie Barnes,TOR,21,2.8,14.2,0.86,2.4,1,2.3,42.9,44.9,8.6,10.3,8.6,3.4,41.4,48.9
Jaylen Brown,BOS,18,3.4,15,0.8,2.7,1,2.5,40,43.3,9.8,16.4,8.2,0,37.7,38.3
CJ McCollum,NOP,8,5.6,28,1.07,6,2.3,4.6,48.6,54.1,13.3,6.7,11.1,2.2,48.9,85.1
Skylar Mays,POR,14,4.1,46.4,0.83,3.4,1.4,3.6,40,41,6.9,8.6,5.2,1.7,39.7,43.6
RJ Barrett,NYK,14,3.8,19.9,0.87,3.3,1.4,2.9,47.5,48.8,9.4,18.9,9.4,3.8,41.5,50
Andrew Wiggins,IND,15,4,45.5,0.75,3,1.5,3.5,42.3,42.3,1.7,11.7,1.7,0,38.3,28.3
Duncan Robinson,MIA,19,2.2,16.9,1.07,2.3,0.8,1.9,43.2,54.1,4.9,4.9,4.9,0,43.9,86.7
Bogdan Bogdanovic,ATL,20,2.1,14.6,1.05,2.2,0.8,1.5,53.3,65,7.1,23.8,4.8,2.4,42.9,81.9
Kyle Lowry,MIA,20,2.4,27.2,0.94,2.2,0.7,1.7,41.2,50,10.6,17,6.4,0,40.4,64.9
Scoot Henderson,POR,11,4.5,32.1,0.88,4,1.7,3.4,51.4,55.4,6,22,4,2,42,52.7
Bennedict Mathurin,IND,18,2.3,17.7,1,2.3,0.9,1.9,50,55.9,9.5,11.9,9.5,2.4,45.2,76.2
Jerami Grant,POR,19,2.5,11.5,0.89,2.2,0.9,1.8,48.6,48.6,8.5,17,6.4,0,44.7,55.9
Gary Trent Jr.,TOR,18,1.9,17,1.14,2.2,0.9,1.7,53.3,58.3,8.6,8.6,5.7,2.9,51.4,92.5
Eric Gordon,PHX,18,2.9,21.1,0.77,2.2,1,2.3,43.9,46.3,3.8,19.2,3.8,1.9,36.5,31.6
Malaki Branham,SAS,20,2.3,25.1,0.83,1.9,0.9,1.9,45.9,48.6,2.2,17.4,2.2,0,39.1,42.8
Brandon Miller,CHA,17,2.7,18.8,0.83,2.2,0.9,2.1,41.7,43.1,10.9,10.9,8.7,0,43.5,42.8
Julius Randle,NYK,19,2.6,11,0.76,1.9,0.7,1.7,39.4,40.9,16.3,20.4,16.3,4.1,38.8,29.3
Tre Jones,SAS,17,3.2,34.8,0.69,2.2,0.8,2.5,32.6,33.7,7.4,13,3.7,0,33.3,18.6
Craig Porter Jr.,CLE,13,2.5,35.6,1.09,2.7,1.1,2,53.8,55.8,15.6,6.3,15.6,3.1,53.1,90.4
Bruce Brown,IND,18,1.9,16.4,1.03,1.9,0.7,1.6,46.4,50,14.7,8.8,14.7,5.9,47.1,78.7
Derrick Rose,MEM,11,3.7,36.6,0.85,3.2,1.3,2.5,50,51.8,9.8,22,9.8,0,43.9,48.4
Collin Sexton,UTA,21,2,16.2,0.81,1.7,0.6,1.6,35.3,38.2,11.6,9.3,9.3,0,39.5,40.4
Khris Middleton,MIL,16,2.9,23.7,0.76,2.2,0.9,2.4,36.8,42.1,4.3,13,4.3,0,34.8,30.3
Marcus Smart,MEM,11,4.8,31.9,0.66,3.2,1.5,3.5,44.7,46.1,0,28.3,0,0,32.1,17
Cameron Payne,MIL,20,1.6,26.9,1.03,1.7,0.7,1.3,50,59.6,3.1,15.6,3.1,0,43.8,79.3
Talen Horton-Tucker,UTA,21,2.7,23,0.57,1.5,0.6,2.1,29.5,33,3.6,17.9,3.6,0,26.8,10.1
Jeremy Sochan,SAS,20,2.9,21.6,0.55,1.6,0.7,2.1,31,33.3,3.4,24.1,3.4,0,25.9,8
Tim Hardaway Jr.,DAL,18,1.4,9.1,1.24,1.7,0.6,1.2,52.4,61.9,12,8,12,4,52,97.9
Jaime Jaquez Jr.,MIA,21,1.8,15.4,0.84,1.5,0.6,1.4,41.4,43.1,8.1,13.5,8.1,0,40.5,45.2
Jrue Holiday,BOS,17,3.2,23,0.56,1.8,0.6,2.2,29.7,36.5,3.6,29.1,3.6,0,23.6,8.5
De'Andre Hunter,ATL,20,1.2,8.5,1.3,1.5,0.6,1,63.2,73.7,4.3,13,4.3,0,56.5,99.5
Bones Hyland,LAC,12,2.3,25,1.07,2.5,1,1.8,54.5,63.6,3.6,17.9,3.6,0,46.4,86.1
Alex Caruso,CHI,19,1.5,18.1,1.03,1.6,0.5,0.9,58.8,67.6,13.8,27.6,10.3,0,48.3,80.3
Dyson Daniels,NOP,21,1.6,17.5,0.91,1.4,0.6,1.2,52,52,6.1,18.2,6.1,0,45.5,58.6
Aaron Holiday,HOU,16,1.7,27,1.07,1.8,0.8,1.6,52,54,3.7,3.7,3.7,0,51.9,87.7
Patrick Beverley,PHI,20,1.4,26.5,1.07,1.5,0.6,1,63.2,65.8,11.1,22.2,11.1,3.7,51.9,87.7
Kyle Anderson,MIN,20,2,23.5,0.74,1.5,0.4,1.1,31.8,31.8,23.1,20.5,23.1,0,41,26.7
Tobias Harris,PHI,20,2,11.9,0.74,1.5,0.7,1.7,39.4,39.4,5.1,10.3,5.1,0,38.5,26.7
Pascal Siakam,TOR,21,2.4,11.5,0.58,1.4,0.5,1.8,29.7,29.7,12,18,12,4,30,11.2
Jaden Ivey,DET,17,1.6,14.7,0.93,1.5,0.5,1.3,36.4,43.2,14.3,10.7,14.3,3.6,39.3,63.8
Jevon Carter,CHI,22,1.5,25.2,0.79,1.2,0.5,1.2,40.7,48.1,0,18.2,0,0,33.3,36.2
Patrick Williams,CHI,22,1.4,15.4,0.81,1.1,0.5,1,45.5,50,6.5,22.6,6.5,0,38.7,38.8
Dillon Brooks,HOU,18,1.3,9.7,1.04,1.3,0.4,0.9,47.1,50,17.4,13,17.4,4.3,47.8,81.4
Markelle Fultz,ORL,5,5,39.1,0.96,4.8,2.4,4.6,52.2,52.2,4,8,4,4,48,68.1
Josh Richardson,MIA,18,1.7,16.4,0.8,1.3,0.6,1.3,41.7,41.7,6.7,13.3,3.3,0,40,37.8
Kentavious Caldwell-Pope,DEN,22,1.5,14.9,0.71,1.1,0.4,1.1,32,34,11.8,17.6,11.8,2.9,32.4,22.3
Herbert Jones,NOP,18,1,9.2,1.28,1.3,0.4,0.8,57.1,64.3,16.7,5.6,11.1,0,61.1,98.9
Cameron Johnson,BKN,13,1.9,13.4,0.92,1.8,0.8,1.8,47.8,50,0,8,0,0,44,61.2
Jordan Goodwin,PHX,20,1.3,18.7,0.89,1.2,0.5,1.1,42.9,47.6,11.5,11.5,11.5,3.8,38.5,54.8
Russell Westbrook,LAC,20,1.8,12.6,0.61,1.1,0.5,1.2,39.1,39.1,8.3,27.8,8.3,0,33.3,15
Jaden Hardy,DAL,17,1.5,21.1,0.81,1.2,0.5,1.3,40.9,45.5,3.8,11.5,3.8,0,38.5,39.6
Nikola Jokic,DEN,21,1.2,4.8,0.81,1,0.3,1,30,42.5,7.7,15.4,7.7,0,30.8,39.6
Alec Burks,DET,14,1.9,19.4,0.78,1.5,0.4,1.4,26.3,28.9,18.5,11.1,18.5,0,37,33.9
Klay Thompson,GSW,20,1.5,8.9,0.72,1.1,0.5,1,47.4,55.3,0,34.5,0,0,31,23.9
Anfernee Simons,POR,2,9.5,42.2,1.05,10,4,9,44.4,55.6,0,5.3,0,0,42.1,83.5
Dennis Smith Jr.,BKN,13,1.7,22.7,0.91,1.5,0.5,1.2,37.5,40.6,18.2,13.6,18.2,4.5,40.9,58.6
Malik Beasley,MIL,20,1.1,11.1,0.91,1,0.4,1,40,50,0,9.1,0,0,36.4,58.6
Shake Milton,MIN,20,1.2,17.9,0.83,1,0.4,0.8,50,50,12.5,25,8.3,4.2,41.7,44.4
Delon Wright,WAS,8,2.3,43.9,1.06,2.4,0.6,1.6,38.5,38.5,33.3,5.6,27.8,11.1,50,84
Jalen Suggs,ORL,20,1.7,13.1,0.58,1,0.4,1.2,33.3,37.5,3,27.3,3,3,24.2,10.6
Andrew Wiggins,GSW,19,1.9,12.8,0.53,1,0.4,1.6,26.7,30,2.8,13.9,2.8,0,25,5.3
Luguentz Dort,OKC,20,0.8,7.8,1.2,0.9,0.4,0.7,50,57.1,20,0,20,13.3,53.3,95.7
Davion Mitchell,SAC,14,1.2,20,1.06,1.3,0.6,0.9,66.7,70.8,5.9,29.4,5.9,5.9,47.1,84.6
Cedi Osman,SAS,20,1,13.1,0.9,0.9,0.4,0.7,50,53.6,10,20,5,0,45,56.7
Deni Avdija,WAS,20,1.3,11.5,0.69,0.9,0.4,0.9,44.4,50,0,30.8,0,0,30.8,19.3
Malachi Flynn,TOR,21,1.4,25.6,0.57,0.8,0.3,1,27.3,31.8,10,20,6.7,3.3,23.3,9.6
Pat Connaughton,MIL,18,0.6,9.2,1.6,0.9,0.3,0.4,62.5,75,30,0,30,10,70,100
Brandin Podziemski,GSW,15,0.9,13,1.14,1.1,0.4,0.7,54.5,72.7,7.1,21.4,7.1,7.1,42.9,92.5
Grayson Allen,PHX,18,0.9,8.4,1,0.9,0.3,0.5,66.7,77.8,6.3,37.5,6.3,0,43.8,76.2
Joe Ingles,ORL,21,1.1,23.1,0.67,0.8,0.3,0.8,43.8,43.8,8.3,29.2,8.3,4.2,33.3,17.6
Norman Powell,LAC,20,1.3,11.7,0.64,0.8,0.4,1.2,30.4,30.4,8,4,4,4,32,16.5
Dante Exum,DAL,17,0.8,16.9,1.07,0.9,0.3,0.6,50,50,21.4,7.1,21.4,0,57.1,86.1
Cam Reddish,LAL,17,1,13.9,0.88,0.9,0.3,0.7,41.7,41.7,17.6,11.8,11.8,0,47.1,53.7
Caleb Martin,MIA,11,1.7,14.6,0.79,1.4,0.5,1.5,37.5,40.6,10.5,10.5,10.5,5.3,36.8,36.7
Nickeil Alexander-Walker,MIN,20,1.3,16.6,0.6,0.8,0.3,1,31.6,34.2,4,20,0,0,28,12
Corey Kispert,WAS,19,0.6,6.3,1.17,0.7,0.3,0.5,50,60,8.3,8.3,8.3,0,50,93.6
Landry Shamet,WAS,15,0.9,11.6,1.08,0.9,0.3,0.7,45.5,63.6,7.7,15.4,7.7,7.7,38.5,88.8
P.J. Washington,CHA,18,0.7,4.9,1.08,0.8,0.3,0.7,38.5,50,7.7,0,7.7,7.7,38.5,88.8
Aaron Gordon,DEN,18,0.8,5.9,0.93,0.8,0.3,0.7,41.7,50,13.3,13.3,13.3,6.7,40,64.4
Bilal Coulibaly,WAS,19,0.9,11,0.82,0.7,0.3,0.5,50,55,17.6,29.4,17.6,5.9,35.3,42
Ish Smith,CHA,13,1.4,34.6,0.78,1.1,0.5,0.8,63.6,63.6,0,38.9,0,0,38.9,33.9
Trendon Watford,BKN,13,1.4,20.2,0.78,1.1,0.5,1.1,50,50,5.6,22.2,5.6,5.6,38.9,33.9
Max Christie,LAL,16,1.2,20.7,0.74,0.9,0.4,1,43.8,43.8,0,15.8,0,0,36.8,26.1
Ayo Dosunmu,CHI,20,1.1,17.3,0.64,0.7,0.3,0.8,40,43.3,4.5,27.3,4.5,0,31.8,16
Taurean Prince,LAL,19,0.6,6.6,1.18,0.7,0.3,0.5,55.6,66.7,9.1,9.1,9.1,0,54.5,95.2
Vasilije Micic,OKC,8,1.6,35.1,1,1.6,0.6,1.1,55.6,66.7,7.7,23.1,7.7,0,46.2,76.2
Jaren Jackson Jr.,MEM,20,0.7,3.2,1,0.7,0.3,0.6,50,54.2,0,7.7,0,0,46.2,76.2
Christian Braun,DEN,22,1,12.1,0.56,0.6,0.3,1,28.6,31,0,8.7,0,0,26.1,9
Kelly Oubre Jr.,PHI,9,1.2,9,1.09,1.3,0.3,0.9,37.5,43.8,36.4,9.1,36.4,18.2,45.5,89.9
Tre Mann,OKC,7,1.7,36.4,1,1.7,0.9,1.3,66.7,66.7,0,25,0,0,50,76.2
Miles Bridges,CHA,9,2.2,12.4,0.6,1.3,0.6,2,27.8,33.3,0,10,0,0,25,12
Max Strus,CLE,21,1,7.4,0.55,0.6,0.2,0.8,31.3,37.5,0,27.3,0,0,22.7,7.4
Ausar Thompson,DET,21,0.6,4.6,0.92,0.5,0.2,0.4,55.6,61.1,0,25,0,0,41.7,60.1
Bradley Beal,PHX,3,6,28.6,0.61,3.7,1.3,4.7,28.6,32.1,5.6,16.7,5.6,0,27.8,15
Payton Pritchard,BOS,19,1.2,17.2,0.48,0.6,0.2,0.9,23.5,26.5,4.3,21.7,4.3,0,21.7,4.3
Saddiq Bey,ATL,20,0.5,4.5,1,0.5,0.2,0.5,44.4,55.6,0,10,0,0,40,76.2
Karl-Anthony Towns,MIN,20,0.6,2.9,0.83,0.5,0.3,0.6,41.7,41.7,0,0,0,0,41.7,44.4
Anthony Black,ORL,19,0.7,13.1,0.77,0.5,0.2,0.4,37.5,37.5,23.1,23.1,23.1,7.7,38.5,31.6
Ziaire Williams,MEM,18,1.4,15.1,0.4,0.6,0.2,0.9,25,25,4,32,0,0,20,2.1
Julian Strawther,DEN,19,0.6,12.1,0.75,0.5,0.2,0.6,36.4,40.9,8.3,8.3,8.3,8.3,33.3,28.3
Jacob Gilyard,MEM,15,0.9,25,0.69,0.6,0.3,0.5,50,56.3,0,38.5,0,0,30.8,19.3
David Roddy,MEM,20,0.6,6.2,0.73,0.4,0.2,0.5,44.4,44.4,0,18.2,0,0,36.4,25.1
Jordan Hawkins,NOP,21,0.5,4.3,0.73,0.4,0.1,0.3,42.9,42.9,9.1,27.3,9.1,0,36.4,25.1
Evan Mobley,CLE,21,0.6,3.7,0.67,0.4,0.1,0.4,37.5,37.5,8.3,25,0,0,33.3,17.6
Kris Dunn,UTA,14,1.1,20.8,0.53,0.6,0.2,0.6,37.5,37.5,13.3,33.3,6.7,0,33.3,5.9
Victor Wembanyama,SAS,19,0.8,3.7,0.53,0.4,0.2,0.6,25,33.3,0,20,0,0,20,5.9
OG Anunoby,TOR,17,1.5,10.2,0.32,0.5,0.2,1.1,15.8,21.1,0,24,0,0,12,0.5
Santi Aldama,MEM,14,0.7,5.2,0.7,0.5,0.2,0.6,33.3,33.3,10,10,10,10,30,20.9
Kevin Huerter,SAC,17,0.6,4.9,0.7,0.4,0.2,0.4,50,58.3,0,40,0,0,30,20.9
Michael Porter Jr.,DEN,22,0.6,3.8,0.54,0.3,0.1,0.4,33.3,38.9,0,30.8,0,0,23.1,6.9
Buddy Hield,IND,18,0.9,7,0.44,0.4,0.2,0.8,21.4,25,0,12.5,0,0,18.8,3.7
Theo Maledon,CHA,13,1.3,19.5,0.41,0.5,0.2,1,23.1,26.9,0,23.5,0,0,17.6,2.7
Jonathan Kuminga,GSW,20,0.9,7.3,0.41,0.4,0.1,0.6,16.7,16.7,17.6,11.8,17.6,0,29.4,2.7
Amen Thompson,HOU,4,2.5,31.3,0.6,1.5,0.8,2,37.5,37.5,0,20,0,0,30,12
Naji Marshall,NOP,12,0.8,9.5,0.6,0.5,0.1,0.3,25,25,30,30,30,0,40,12
Aaron Nesmith,IND,16,0.6,7.2,0.6,0.4,0.2,0.6,30,30,10,0,10,10,30,12
Anthony Davis,LAL,20,0.5,2.4,0.5,0.3,0.1,0.3,16.7,16.7,30,20,30,10,20,4.8
Donte DiVincenzo,NYK,19,0.6,6.5,0.36,0.2,0,0.3,0,0,18.2,36.4,18.2,0,18.2,1.6
Kira Lewis Jr.,NOP,11,1.1,23.5,0.33,0.4,0.1,0.9,10,10,8.3,8.3,8.3,0,16.7,1.1
Jose Alvarado,NOP,7,2.1,26.3,0.27,0.6,0.3,1.6,18.2,18.2,13.3,13.3,13.3,0,13.3,0
